,ASSD,DICE,HD,comp,radius,ref,row
0,0.059168442367130904,0.9506398537477148,0.27511815643464904,1,1.2454098807788585,0,0
1,0.04856106796905848,0.9591530657256285,0.20912197397691137,2,1.2454098807788585,0,0
2,0.059168442367130904,0.9506398537477148,0.27511815643464904,0,1.2345072746238774,1,0
3,0.03491308197515621,0.970268826775859,0.116,2,1.2345072746238774,1,0
4,0.04856106796905848,0.9591530657256285,0.20912197397691137,0,1.2179154411241477,2,0
5,0.03491308197515621,0.970268826775859,0.116,1,1.2179154411241477,2,0
6,0.07146190936098853,0.9347560975609757,0.12969194269498782,1,1.1844865712385502,0,1
7,0.03169223813072282,0.9732733020404253,0.06484597134749391,2,1.1844865712385502,0,1
8,0.07146190936098853,0.9347560975609757,0.12969194269498782,0,1.1095701541932046,1,1
9,0.06771911466754356,0.938858834337042,0.12969194269498782,2,1.1095701541932046,1,1
10,0.03169223813072282,0.9732733020404253,0.06484597134749391,0,1.1796174791136287,2,1
11,0.06771911466754356,0.938858834337042,0.12969194269498782,1,1.1796174791136287,2,1
12,0.07277829042343421,0.9328921517940234,0.14500000000000002,1,1.1752977706469672,0,2
13,0.02283194979845892,0.9818569903948773,0.06484597134749391,2,1.1752977706469672,0,2
14,0.07277829042343421,0.9328921517940234,0.14500000000000002,0,1.0989032937522947,1,2
15,0.07115656987963402,0.9341478566991095,0.1561697794069006,2,1.0989032937522947,1,2
16,0.02283194979845892,0.9818569903948773,0.06484597134749391,0,1.1738163262206245,2,2
17,0.07115656987963402,0.9341478566991095,0.1561697794069006,1,1.1738163262206245,2,2
18,0.051766045406352074,0.9498247151621385,0.14500000000000002,1,1.1094495159591766,0,3
19,0.079986560149852,0.9260201485702656,0.1856906028855526,2,1.1094495159591766,0,3
20,0.051766045406352074,0.9498247151621385,0.14500000000000002,0,1.1012151119063762,1,3
21,0.07778802369629823,0.9283738087918845,0.16404877323527906,2,1.1012151119063762,1,3
22,0.079986560149852,0.9260201485702656,0.1856906028855526,0,1.1831297705970762,2,3
23,0.07778802369629823,0.9283738087918845,0.16404877323527906,1,1.1831297705970762,2,3
24,0.02745260729201068,0.9738480697384807,0.08700000000000001,1,1.0373757416712053,0,4
25,0.08937887110498842,0.9061224489795918,0.16909760495051374,2,1.0373757416712053,0,4
26,0.02745260729201068,0.9738480697384807,0.08700000000000001,0,1.0360846699305408,1,4
27,0.08749476344740283,0.9073569482288828,0.1856906028855526,2,1.0360846699305408,1,4
28,0.08937887110498842,0.9061224489795918,0.16909760495051374,0,0.944159089112789,2,4
29,0.08749476344740283,0.9073569482288828,0.1856906028855526,1,0.944159089112789,2,4
30,0.028342273927143558,0.9764213728845789,0.06484597134749391,1,1.1783686656871466,0,5
31,0.0845147296948649,0.9207240948813983,0.1561697794069006,2,1.1783686656871466,0,5
32,0.028342273927143558,0.9764213728845789,0.06484597134749391,0,1.194613457453794,1,5
33,0.10150027346600392,0.9071340713407134,0.17400000000000002,2,1.194613457453794,1,5
34,0.0845147296948649,0.9207240948813983,0.1561697794069006,0,1.0883778609433001,2,5
35,0.10150027346600392,0.9071340713407134,0.17400000000000002,1,1.0883778609433001,2,5
36,0.06733501662658982,0.9432119914346895,0.12303657992645926,1,1.2850808346157934,0,6
37,0.02926281583855981,0.9758538522637014,0.091706052144883,2,1.2850808346157934,0,6
38,0.06733501662658982,0.9432119914346895,0.12303657992645926,0,1.2140628361945718,1,6
39,0.09134326873736727,0.9232833067829295,0.183412104289766,2,1.2140628361945718,1,6
40,0.02926281583855981,0.9758538522637014,0.091706052144883,0,1.3110655217400566,2,6
41,0.09134326873736727,0.9232833067829295,0.183412104289766,1,1.3110655217400566,2,6
42,0.09702671588191059,0.9267179925862561,0.22085742007005335,1,1.3217417133445502,0,7
43,0.08566128997480552,0.9342877594846098,0.16909760495051374,2,1.3217417133445502,0,7
44,0.09702671588191059,0.9267179925862561,0.22085742007005335,0,1.4171361982296624,1,7
45,0.04202796093257919,0.9698916097952629,0.10456098698845569,2,1.4171361982296624,1,7
46,0.08566128997480552,0.9342877594846098,0.16909760495051374,0,1.411647436403491,2,7
47,0.04202796093257919,0.9698916097952629,0.10456098698845569,1,1.411647436403491,2,7
48,0.058798248267884,0.9464763603925067,0.14500000000000002,1,1.1918090649817585,0,8
49,0.06535043532056652,0.9421693168695034,0.16909760495051374,2,1.1918090649817585,0,8
50,0.058798248267884,0.9464763603925067,0.14500000000000002,0,1.257176446928781,1,8
51,0.04114758777905895,0.9648249683677773,0.16404877323527906,2,1.257176446928781,1,8
52,0.06535043532056652,0.9421693168695034,0.16909760495051374,0,1.2621705326871089,2,8
53,0.04114758777905895,0.9648249683677773,0.16404877323527906,1,1.2621705326871089,2,8
54,0.07318846900988187,0.9446814366313472,0.1856906028855526,1,1.4275817141298652,0,9
55,0.041048369969850264,0.9698270256210171,0.14500000000000002,2,1.4275817141298652,0,9
56,0.07318846900988187,0.9446814366313472,0.1856906028855526,0,1.361154697099419,1,9
57,0.07630724353041844,0.9425303009669073,0.1561697794069006,2,1.361154697099419,1,9
58,0.041048369969850264,0.9698270256210171,0.14500000000000002,0,1.4417627196902445,2,9
59,0.07630724353041844,0.9425303009669073,0.1561697794069006,1,1.4417627196902445,2,9
60,0.06803330014603363,0.9479159035968061,0.20912197397691137,1,1.3812631986618655,0,10
61,0.10484901051613306,0.9158807423182233,0.183412104289766,2,1.3812631986618655,0,10
62,0.06803330014603363,0.9479159035968061,0.20912197397691137,0,1.3215391630846305,1,10
63,0.08023703229284483,0.9345555998405739,0.17400000000000002,2,1.3215391630846305,1,10
64,0.10484901051613306,0.9158807423182233,0.183412104289766,0,1.2695721155504716,2,10
65,0.08023703229284483,0.9345555998405739,0.17400000000000002,1,1.2695721155504716,2,10
66,0.03933622017532593,0.9651232711966325,0.10456098698845569,1,1.146589680195958,0,11
67,0.07236629704137655,0.9320325203252032,0.183412104289766,2,1.146589680195958,0,11
68,0.03933622017532593,0.9651232711966325,0.10456098698845569,0,1.1646582668575525,1,11
69,0.0855990362622832,0.91973137192197,0.14500000000000002,2,1.1646582668575525,1,11
